idx,band,song,url,video_id,key,camelot,tempo_excerpt,energy_proxy,mode_score,acousticness_proxy,instrumentalness_proxy,bpm,energy,shape,eligible_band,energy_full,i_mean,i_std,i_max,i_min,i_start,i_end,m3-mode,m4-lufs_integrated,m4-lra,m5-arousal_median,m6-valence_median,m7-danceability_norm,m8-acoustic_median,m9-instr_stem_ratio,m11-speech_median,display_band
63,afterglow,ドラマツルギー (Cover),https://youtu.be/wFqN8fUMosg,wFqN8fUMosg,F#min,11A,99.38401,-0.29722885556013573,-0.18624,0.16809703994865643,0.4164673723413267,99.4,0.709,shimmer,True,0.302450,-0.16204,0.77527,1.07350,-1.21942,-0.84463,0.31371,minor,-9.96917031656199,2.107213020324707,7.028141021728516,5.6724,0.6565,0.0012595867738127708,0.654367,0.0970053672790527,
64,afterglow,COLORS (Cover),https://youtu.be/nUw5V5zupYQ,nUw5V5zupYQ,C#maj,3B,135.99918,-1.4126039955602934,0.11326,1.39841394821892,-0.6553827222710461,136.0,0.34,acoustic,True,0.178407,-0.30829,0.84303,0.80777,-1.55225,-0.31648,-1.00140,major,-11.352808858321248,2.919656753540039,6.736730575561523,5.4801,0.804,9.986262739403173e-05,0.695908,0.0721894949674606,
65,afterglow,午夜の待ち合わせ (Cover),https://youtu.be/jUMn-Sg_nq8,jUMn-Sg_nq8,G#min,1A,95.70312,-1.0108936436565772,-0.01643,-1.6073866449848035,-0.8149890743462114,129.2,0.44,neutral,True,0.634763,0.13033,0.92547,1.49290,-1.22323,-0.58093,-0.01477,major,-10.794489017970273,3.847484588623047,7.294283866882324,6.0773,0.4894,0.00010787554492708296,0.717063,0.0710512921214103,
66,afterglow,サムライハート（Some Like It Hot!!） (Cover),https://youtu.be/DPCDABZ5uvY,DPCDABZ5uvY,Gmaj,9B,112.34715,0.429630471484485,0.10386,0.684130846778433,0.24379198748152586,112.3,0.464,shimmer,True,0.530628,-0.24689,0.79179,0.98951,-1.15961,-0.43006,0.08717,major,-10.872837491836625,2.3873844146728516,7.209578990936279,6.0663,0.9362,0.00014555954840034246,0.700879,0.1268771588802337,
67,afterglow,ベノム (Cover),https://youtu.be/MfBRzH_Wva8,MfBRzH_Wva8,G#maj,4B,151.99908,-1.2970371423067715,0.1646,-2.1667486749219496,-0.3458928734290921,152.0,0.361,neutral,True,0.869066,0.33020,0.77645,1.53567,-0.75224,0.42988,0.51181,minor,-10.960536071304713,2.4103641510009766,7.727442741394043,6.3943,0.9073,1.46723386933445e-05,0.76868,0.071797639131546,
68,afterglow,Don't say “lazy” (Cover),https://youtu.be/PThqwHLyPpU,PThqwHLyPpU,Emin,9A,123.04688,-2.0617809672049705,-0.10227,-3.8439799117850972,-0.6651055775794223,123.0,0.343,bright,True,0.953292,0.58930,0.99598,2.00084,-0.77013,0.87487,-1.72887,major,-10.856190186158718,2.726565361022949,7.461879730224609,6.7159,0.921,0.00028545380337163806,0.749632,0.0614631213247776,
69,afterglow,Part of the Life,https://youtu.be/O3ZcEs4b-uw,O3ZcEs4b-uw,Bmaj,1B,123.04688,1.01735816886197,0.00481,0.3140705433026018,0.5369928969107453,123.0,0.888,neutral,True,0.308576,0.17807,0.65717,1.16797,-0.68117,0.27757,0.01041,major,-9.620688634893796,2.78839111328125,7.015749931335449,5.4827,0.6033,2.9370061383815482e-05,0.652968,0.0517095699906349,
70,afterglow,Punchline Halloween!!!,https://youtu.be/9o7t80l3ycg,9o7t80l3ycg,Cmaj,8B,117.45384,-0.9487465454273517,0.00116,1.0433968749900766,0.28287281498727257,123.0,0.486,neutral,True,0.241194,-0.09999,0.81259,1.07140,-0.97774,-0.32503,0.00803,major,-11.358380316924274,2.309232711791992,6.747406005859375,5.5762,0.5015,0.008193966932594776,0.684802,0.0431589446961879,
71,afterglow,I love your way！,https://youtu.be/AXFAOTQ9oK8,AXFAOTQ9oK8,F#min,11A,129.19922,-1.2344912028375221,-0.07998,-0.6373653094084155,-0.456632407266054,129.2,0.783,bright,True,0.529096,0.22924,0.69997,1.27802,-0.58796,0.28870,0.74856,minor,-9.914402857674924,1.5819664001464844,7.310246467590332,6.0788,0.7903,5.972496001049876e-05,0.753041,0.0748577564954757,
72,ave_mujica,KiLLKiSS,https://youtu.be/RexyoaXaQ1o,RexyoaXaQ1o,Emin,9A,135.99918,0.664258236605733,-0.23625,0.10587984539816607,1.0647419067985244,136.0,0.613,acoustic,True,0.037519,-0.32424,1.31387,1.59046,-2.66099,-2.15766,0.45117,minor,-8.59538436083928,17.370628833770752,6.630990982055664,5.0509,0.0137,5.0156253564637154e-05,0.635171,0.0338799618184566,
73,ave_mujica,"Georgette Me, Georgette You",https://youtu.be/vKDa7yfpd2M,vKDa7yfpd2M,C#min,12A,95.70312,0.6785409369017337,-0.01165,2.581488071198543,-0.485927244039344,143.6,0.094,acoustic,True,0.040582,-0.45744,1.13694,1.29355,-2.08463,-1.27925,0.97476,minor,-10.651965362506385,11.029388427734375,5.5088653564453125,4.5989,0.0076,0.051290132105350494,0.468271,0.0482551455497741,
74,ave_mujica,Imprisoned XII,https://youtu.be/0YNMV7xljD4,0YNMV7xljD4,Cmaj,8B,103.35938,0.8719344176977126,0.04663,2.420092346072945,-1.658730881756222,107.7,0.011,neutral,True,0.057427,-0.71010,1.29993,2.13426,-2.21184,-0.54641,-0.91376,major,-13.271724878648264,11.777116775512695,5.270883560180664,4.8049,0.0046,0.7733258008956909,0.626194,0.0359325036406517,
75,ave_mujica,Crucifix X,https://youtu.be/XP8al1l38Po,XP8al1l38Po,Fmaj,7B,103.35938,-0.5906360559851582,0.02499,0.10972069159687553,-0.49249332814370195,103.4,0.352,neutral,True,0.127871,-0.12451,1.01068,1.62494,-2.00731,-1.94039,-0.00416,minor,-11.24426276052275,7.9297943115234375,6.470942974090576,4.5579,0.0669,8.362013431906234e-06,0.804841,0.0371214114129543,
76,ave_mujica,八芒星ダンス,https://youtu.be/tevtnb427Mw,tevtnb427Mw,C#maj,3B,112.34715,-0.6893789646442494,0.0118,-2.029122697246789,0.054827663208990476,112.3,0.674,bright,True,0.564319,0.41997,1.10428,2.23364,-2.00067,-1.73307,0.48852,major,-9.607776714752474,9.368267059326172,6.731789588928223,4.4783,0.0866,9.163654368649077e-08,0.796263,0.0364139154553413,
77,ave_mujica,顔,https://youtu.be/cVfQBLdIUXk,cVfQBLdIUXk,F#min,11A,143.55469,-0.10582570046815531,-0.15457,-1.5596316553030098,-0.2741710316737965,143.6,0.93,bright,True,0.712864,0.75979,0.99241,2.66423,-0.61936,0.25603,0.99752,minor,-9.189775266580217,1.6558513641357422,7.121429443359375,4.7224,0.5653,3.125877583443071e-07,0.786544,0.0576894879341125,
78,ave_mujica,天球のMúsica,https://youtu.be/2Bo-ULStqLo,2Bo-ULStqLo,Fmaj,7B,129.19922,1.3490337003287665,0.12481,2.064498384287891,-0.08526984282534152,129.2,0.88,acoustic,True,0.103369,0.27745,1.14959,1.90946,-2.03014,-1.69755,0.22567,major,-8.666050702639591,5.779750823974609,6.758284091949463,5.1673,0.0304,1.3946669241704512e-05,0.721646,0.0372650921344757,
79,ave_mujica,黒のバースデイ,https://youtu.be/WIhtJ7eJ-oI,WIhtJ7eJ-oI,D#min,2A,99.38401,1.4951666875171445,-0.13868,-1.3655767520886937,0.624940542654695,99.4,0.816,shimmer,True,0.135528,0.15758,1.26385,2.80711,-2.41577,-2.15944,2.09277,minor,-7.884065370147881,13.09752607345581,6.886259078979492,5.2213,0.0122,3.367781800989178e-06,0.687522,0.0398861467838287,
80,ave_mujica,ふたつの月 ~Deep Into The Forest~,https://youtu.be/6USzFX8HnSY,6USzFX8HnSY,Emin,9A,117.45384,0.03640808015303951,-0.15946,0.22303649365219447,0.624940542654695,117.5,0.669,acoustic,True,0.267228,0.23899,0.97966,1.81425,-1.49107,-1.63461,2.30423,minor,-9.231712565294877,6.108948707580566,6.02911376953125,4.4253,0.0152,2.4747453153395327e-07,0.801904,0.0483462810516357,
81,ave_mujica,Choir ‘S’ Choir,https://youtu.be/7llj4mh4L-8,7llj4mh4L-8,Gmin,6A,143.55469,-0.37642648952778957,-0.21036,-0.9076667359850074,0.2079310666038779,99.4,0.716,neutral,True,0.210567,0.12848,1.05964,2.43039,-1.28041,-1.23807,2.81492,minor,-8.872043648789122,7.613003730773926,6.7715044021606445,4.9296,0.0562,1.6721230622351868e-06,0.7646,0.0597886741161346,
82,ave_mujica,神さま、バカ,https://youtu.be/OT9KqYBAkQc,OT9KqYBAkQc,Dmin,7A,123.04688,1.1548749968850582,-0.26096,0.7041650868512536,-0.541360146381905,117.5,0.792,acoustic,True,0.086524,0.01449,1.16862,3.55398,-1.36244,-0.56770,2.48599,minor,-8.69257441635681,7.110873699188232,6.979496479034424,5.2699,0.0,0.00016006371879484504,0.750042,0.0421348959207534,
83,ave_mujica,Mas?uerade Rhapsody Re?uest,https://youtu.be/VLxM8q6PF4I,VLxM8q6PF4I,G#min,1A,95.70312,0.321317740258608,-0.04066,0.23289767386800986,0.7063852397183673,95.7,0.871,neutral,True,0.209035,0.07658,0.99033,1.98768,-1.19929,-0.26149,1.43982,minor,-9.000896514866726,4.904573917388916,6.650956153869629,4.9715,0.0274,5.918286660744343e-07,0.790957,0.0419594570994377,
84,ave_mujica,Ave Mujica,https://youtu.be/QDsd0nyzwz0,QDsd0nyzwz0,Gmin,6A,112.34715,-3.4664755757069563,-0.33719,0.8766471928770647,-0.09499269813371779,112.3,0.003,neutral,True,0.993109,-0.08040,1.37980,3.55398,-1.52865,-0.28195,3.55398,minor,-18.68404468940468,4.491092681884766,5.897695541381836,4.8709,0.1094,6.669801223324612e-05,0.707251,0.0477572232484817,
85,ave_mujica,Symbol I : △,https://youtu.be/2O5C0mJx0Fs,2O5C0mJx0Fs,F#min,11A,117.45384,1.53302929361585,-0.07241,0.6969303326335086,0.9246444007641925,117.5,0.982,acoustic,True,0.106432,0.39685,0.87388,1.99070,-0.96813,0.46034,-0.03934,minor,-7.813208068525772,2.717318534851074,6.5234575271606445,4.582,0.0486,4.676589469454484e-06,0.644959,0.0317609049379825,
86,ave_mujica,Symbol II : Air,https://youtu.be/pMk3iHPlUaI,pMk3iHPlUaI,Emin,9A,99.38401,0.6986356027618081,-0.10902,-2.22978216489931,0.7813269881017616,99.4,0.983,bright,True,0.276417,0.57480,0.87484,2.00599,-0.64305,0.25347,0.39135,minor,-7.766906553460189,2.5899782180786133,7.331499099731445,5.4833,0.0729,1.2390266874717781e-06,0.744751,0.0466199070215225,
87,ave_mujica,Symbol III : ▽,https://youtu.be/NB3PxWLn9v4,NB3PxWLn9v4,Gmaj,9B,95.70312,4.280461447791166,0.0158,5.293440406142223,-1.876990042802047,95.7,0.097,acoustic,True,0.019142,-1.01715,1.08768,0.90169,-2.63037,-1.92357,-0.86458,major,-12.46701333718072,6.8833160400390625,4.865678787231445,4.7197,0.0851,0.9156514406204224,0.563194,0.0378248281776905,
88,ave_mujica,Symbol IV : Earth,https://youtu.be/WqQPM0dZpXc,WqQPM0dZpXc,Cmin,5A,99.38401,0.610109228562679,-0.00241,1.4112420075850958,-0.35239582210937,143.6,0.948,acoustic,True,0.054364,0.10667,1.02484,2.03792,-1.33673,-0.55751,-0.37637,major,-8.486549721575615,3.3423404693603516,6.342686176300049,4.8192,0.003,4.0487328078597784e-05,0.656543,0.0313982665538787,
89,ave_mujica,Ether,https://youtu.be/z6k7YIIZ6Hk,z6k7YIIZ6Hk,C#maj,3B,123.04688,0.8480235722756455,0.00821,0.8133056690573827,-1.463263608803409,123.0,0.95,acoustic,True,0.035988,0.13724,1.12323,1.94627,-2.11082,-0.89620,-1.82894,minor,-7.77098092481323,7.5520124435424805,6.494139194488525,4.7165,0.0061,7.811468822183087e-05,0.633125,0.0255679972469806,
90,ave_mujica,The Whole Blue World,https://youtu.be/lkS9XIzWObc,lkS9XIzWObc,C#maj,3B,99.38401,0.47631085368315207,0.04929,2.070477499489094,-2.701223004171225,99.4,0.756,neutral,True,0.095712,-0.04743,0.86820,1.45669,-1.39330,0.13433,-0.05789,major,-9.953489622407396,4.0221710205078125,6.356808185577393,5.2102,0.0821,8.24590097181499e-05,0.807008,0.0567180104553699,
91,ave_mujica,in your blue eyes,https://youtu.be/kVMuEQ3uXWc,kVMuEQ3uXWc,Dmin,7A,143.55469,0.544198271632206,-0.08697,3.0543022574944887,-1.6294360449829324,143.6,0.313,acoustic,True,0.003828,-0.44546,1.04511,1.14521,-2.30431,-1.06043,-1.29679,minor,-9.223369874849814,16.499769687652588,6.291816711425781,4.7095,0.0015,0.00046766718151047826,0.744181,0.0641675367951393,
92,ave_mujica,素晴らしき世界 でも どこにもない場所,https://youtu.be/MyI6sKuV4kY,MyI6sKuV4kY,Cmin,5A,135.99918,0.8576378878196919,-0.02895,0.9376470340582722,0.15256129968539694,136.0,0.812,neutral,True,0.074273,-0.14313,0.95256,1.52865,-1.46858,-1.18317,-0.45670,major,-10.04060837037725,4.408465385437012,6.537311553955078,4.4028,0.0775,2.093670264002867e-05,0.735486,0.0366248860955238,
93,ave_mujica,Angles,https://youtu.be/au2A3wyiLIo,au2A3wyiLIo,Bmaj,1B,129.19922,0.6297204916263355,0.12882,3.0027054694231694,-1.5544942965995376,129.2,0.124,acoustic,True,0.014548,-0.49968,1.19372,1.62144,-2.23628,-1.74411,-2.20361,major,-11.145775402945453,9.959223747253418,5.693749904632568,4.7815,0.0258,0.027253003790974617,0.713142,0.0453383065760135,
94,ave_mujica,DIVINE,https://youtu.be/6bA-vjvi9oI,6bA-vjvi9oI,F#min,11A,117.45384,-0.06347229214481276,-0.22354,-0.2878420496951533,0.2861558570394514,117.5,0.977,neutral,True,0.104900,0.30965,0.94315,2.11050,-1.09132,0.42747,0.11783,major,-8.30074836114903,2.996811866760254,6.800978183746338,4.991,0.0912,6.821425813541282e-06,0.688624,0.0395423211157321,
95,ave_mujica,Sophie,https://youtu.be/ivXQ21xDHfE,ivXQ21xDHfE,Bmin,10A,99.38401,-1.8818896217460441,-0.25871,1.0090988516793808,-0.10806173091835364,136.0,0.255,acoustic,True,0.398928,-0.04219,0.72615,1.26700,-1.02787,0.01315,-0.30376,minor,-11.514205140719817,4.2645416259765625,6.449047565460205,5.0473,0.1049,9.217376828019042e-06,0.728708,0.0600078776478767,
96,ave_mujica,‘S/’ The Way,https://youtu.be/L0Ou9IfobFQ,L0Ou9IfobFQ,Emin,9A,107.66602,0.6316635784106,-0.26254,0.962186535530713,-0.8931507293577041,107.7,0.98,acoustic,True,0.072741,0.30604,0.86186,1.74587,-0.65693,0.37206,0.36842,minor,-7.762845058482683,2.141876697540283,7.101995944976807,4.9848,0.0243,4.847515242545342e-07,0.813383,0.0624066703021526,
97,ave_mujica,碧い瞳の中に,https://youtu.be/bLOb7kC9Jns,bLOb7kC9Jns,Dmin,7A,143.55469,-0.33234727942697606,-0.07472,3.1988008195502022,-1.648944891023765,143.6,0.083,acoustic,True,0.023737,-0.57760,1.04186,1.16199,-2.32128,-1.21845,-0.80153,minor,-11.089828000742047,15.152460098266602,5.985641002655029,4.6104,0.0091,0.002318697515875101,0.754422,0.0620059370994567,
98,ave_mujica,堕天 (Cover),https://youtu.be/OLb0YQJfos0,OLb0YQJfos0,Emaj,12B,103.35938,1.0513921150799057,0.00832,-1.5917851935410718,1.9606335744989174,103.4,0.903,neutral,True,0.435681,0.35185,0.97163,1.99984,-1.17316,0.44568,0.50882,minor,-9.307645971025316,2.7830066680908203,7.17982292175293,5.8166,0.3632,8.326205716002733e-06,0.703606,0.0663644522428512,
99,ave_mujica,KINGS (Cover),https://youtu.be/NI1cd7_soy8,NI1cd7_soy8,G#min,1A,117.45384,2.5025198183267423,-0.00536,1.0355135367699801,1.8009640869996721,117.5,0.945,shimmer,True,0.123277,0.10522,0.84146,1.55100,-1.04049,0.25296,-0.18914,major,-8.898797611402165,3.0127720832824707,6.717981815338135,5.3937,0.576,2.569611751823686e-05,0.680516,0.057330384850502,
100,ave_mujica,暗黒天国 (Cover),https://youtu.be/HHxaj24Rx0I,HHxaj24Rx0I,Fmin,4A,95.70312,1.8737863976674067,-0.14905,0.32899136031591014,0.3643175120509445,95.7,0.847,shimmer,True,0.227412,0.06503,0.80274,1.50936,-0.98894,-0.07638,0.02412,minor,-9.762705548722456,3.5814437866210938,7.040952682495117,5.524,0.3359,4.09853964811191e-06,0.68,0.0527759343385696,
101,various_artists,Don't be afraid!,https://youtu.be/hPnvMOyGgzc,hPnvMOyGgzc,F#maj,2B,123.04688,1.0339423969258363,0.01209,1.8430590669438618,-1.1700626993741894,123.0,0.329,acoustic,True,0.454824,-0.10351,0.82070,1.20189,-1.21824,-0.22233,-0.25831,minor,-11.303702340274976,2.8266687393188477,7.058892250061035,6.261,0.4438,0.0021474857348948717,0.716972,0.0596468746662139,Glitter*Green
102,various_artists,Glee! Glee! Glee!,https://youtu.be/8ciuJN6xTIo,8ciuJN6xTIo,Gmaj,9B,123.04688,0.6630216934295106,0.24707,0.3048843647559867,0.0874055420344593,123.0,0.231,shimmer,True,0.609495,0.02070,0.86735,1.39825,-1.07728,-0.09929,0.19040,major,-11.37451842642044,4.078926086425781,7.0434160232543945,6.3682,0.5319,0.001461933832615614,0.687028,0.0660644397139549,Glitter*Green
103,various_artists,"Be shine, shining!",https://youtu.be/tv1Pf0FE6iw,tv1Pf0FE6iw,Emaj,12B,117.45384,1.3017189384433572,0.32471,0.7596278368644598,-0.2578820922610619,117.5,0.17,neutral,True,0.594181,0.19981,1.15427,2.23134,-1.58913,-0.09591,0.21689,major,-11.600929206942022,4.7292375564575195,6.5449700355529785,6.5006,0.4058,0.0007349790539592505,0.660205,0.064853049814701,CHiSPA
104,various_artists,"Here, the world",https://youtu.be/LuwRRghPD1A,LuwRRghPD1A,G#maj,4B,123.04688,5.690703092340991,0.34049,0.3184224093880763,1.735808329348734,123.0,0.791,shimmer,True,0.673813,0.37138,1.09408,2.37409,-1.08498,0.38899,0.35641,major,-9.600561276661105,3.709371566772461,6.297852516174316,6.2395,0.8708,0.000659317011013627,0.575778,0.1000709682703018,sumimi
105,various_artists,CiRCLE THANKS MUSiC♪,https://youtu.be/P6o2SIJAxWw,P6o2SIJAxWw,Gmaj,9B,123.04688,-1.4622841568706042,0.27814,0.09703394513741836,-0.3035290038711666,123.0,0.297,neutral,True,0.571210,0.16899,0.75841,1.41427,-0.79928,0.07462,0.42833,major,-11.452374995669716,3.095036506652832,6.5801615715026855,5.7133,0.6687,1.2057503226969857e-05,0.732362,0.0462892279028892,
106,hello_happy_world,キミがいなくちゃっ！,https://youtu.be/9itZp8utiAw,9itZp8utiAw,Dmaj,10B,123.04688,1.1615556756401884,0.20632,1.108579161728575,1.0549559160660678,123.0,0.249,neutral,True,0.518377,-0.04576,0.84686,1.39609,-1.07529,-0.71785,0.46268,major,-11.259269587468623,1.9557666778564453,6.517139434814453,6.4535,0.6383,0.0052773053757846355,0.637394,0.0819533839821815,
107,hello_happy_world,ハイファイブ∞あどべんちゃっ,https://youtu.be/_Smbu0U70Ko,_Smbu0U70Ko,D#maj,5B,99.38401,-0.5489383007188283,0.07927,-1.1268886104471862,0.17863622983058822,99.4,0.375,bright,True,0.893568,0.54733,0.85440,2.00043,-0.59982,0.69231,0.97225,major,-10.932498608223568,1.3180828094482422,6.787994861602783,6.7588,0.9392,2.6161314963246696e-05,0.726013,0.0737478733062744,
108,hello_happy_world,スマイルブーケで た〜まや〜！,https://youtu.be/37b4LJg0yFk,37b4LJg0yFk,Emaj,12B,151.99908,1.3727985597464354,0.20707,2.5910720247860755,-0.5185051228648129,152.0,0.355,acoustic,True,0.328484,-0.01333,0.83598,1.30254,-1.24639,-0.02304,-0.30349,major,-11.735987069226116,2.6875219345092773,6.3601531982421875,5.9816,0.6884,0.008011596277356148,0.747566,0.0554701089859008,
109,hello_happy_world,えがお･シング･あ･ソング,https://youtu.be/B-I2KAxGKD8,B-I2KAxGKD8,G#min,1A,99.38401,1.0324189189436566,-0.0363,-0.7157677977927857,0.3773234094114999,152.0,0.185,neutral,True,0.878254,0.42109,0.90013,1.93763,-0.98558,-0.25106,1.04142,major,-11.100688323796518,4.045218467712402,7.042596817016602,6.4682,0.3526,0.004074123688042164,0.620568,0.0820619463920593,
110,hello_happy_world,YAPPY! SCHOOL CARNIVAL☆彡,https://youtu.be/xNA7DZfdstI,xNA7DZfdstI,G#min,1A,117.45384,-0.45373798374680285,-0.02162,-0.563173393351849,0.14927825763321814,112.3,0.156,shimmer,True,0.777182,0.21240,0.84097,1.73333,-0.92071,0.21978,0.13458,major,-11.972288966314167,2.1809329986572266,6.551336288452148,6.3622,0.8541,0.0020915681961923838,0.64996,0.0775451883673667,
111,hello_happy_world,にこ×にこ=ハイパースマイルパワー！,https://youtu.be/YRQHVpYDHAU,YRQHVpYDHAU,F#min,11A,95.70312,0.4582147400160934,-0.10781,-0.8554552013017594,-0.45991544931823314,129.2,0.572,neutral,True,0.898162,0.51458,0.76888,1.70594,-0.58266,0.62720,0.71225,minor,-10.676509104735082,2.246150016784668,6.796095371246338,5.8816,0.5182,4.045703826704994e-05,0.750073,0.0750857070088386,
112,hello_happy_world,ないすみちゅっ！,https://youtu.be/ByAniAhEdhk,ByAniAhEdhk,A#min,3A,117.45384,0.2471949455430088,-0.09359,-1.0287062457270881,-0.8410640044914023,117.5,0.161,shimmer,True,0.885911,0.29342,0.82516,1.68929,-0.79567,0.25234,0.76717,major,-11.856520567833405,2.4346160888671875,6.484677314758301,6.0238,0.8161,9.338125528302044e-05,0.681525,0.075625941157341,
113,hello_happy_world,ゴーカ！ごーかい！？ファントムシーフ！,https://youtu.be/35xJFtwHx7Q,35xJFtwHx7Q,G#min,1A,107.66602,0.3377393130749464,-0.07863,-1.0550839075335054,0.5076349247133752,107.7,0.417,neutral,True,0.760337,0.24042,0.73064,1.31957,-0.80277,0.24585,-0.02298,minor,-10.686717504306767,2.657562255859375,6.9056901931762695,6.1566,0.9088,0.0009208465926349163,0.638887,0.0932651832699775,
114,hello_happy_world,うぃーきゃん☆フレフレっ！,https://youtu.be/VJDcALjsZ80,VJDcALjsZ80,F#min,11A,117.45384,-0.896307601223643,-0.06407,-0.1976506544288235,-0.316534901231722,117.5,0.243,neutral,True,0.558193,0.19015,0.82795,1.52580,-0.92675,0.13819,0.35876,major,-11.684815319656753,2.5329790115356445,6.4077558517456055,6.3103,0.8222,0.00011937238741666079,0.744421,0.0796648263931274,
115,hello_happy_world,えがおのオーケストラっ！,https://youtu.be/24Xzx6dH5tg,24Xzx6dH5tg,A#maj,6B,135.99918,-0.2858644107888675,0.22148,-0.3690726290493208,-0.8573529439041369,136.0,0.03,shimmer,True,0.694487,-0.12053,0.95918,1.44876,-1.52772,-0.27184,-0.63681,major,-12.975827892468102,5.681584358215332,6.611704349517822,6.0164,0.7006,0.006696633994579315,0.643436,0.0870973393321037,
116,hello_happy_world,にこにこねくと！,https://youtu.be/B0AssN_z5gU,B0AssN_z5gU,Dmaj,10B,112.34715,0.671314597848798,0.38142,2.1842674538643734,-0.7531163587474525,112.3,0.053,acoustic,True,0.567381,-0.15206,0.86452,1.23876,-1.26038,-0.53211,0.10902,major,-12.868810073882845,3.0499067306518555,6.091732978820801,5.9328,0.5881,0.04502762481570244,0.650732,0.0515126511454582,
117,hello_happy_world,ふぁいぶスマイル◯オールインっ！,https://youtu.be/fTgVisxMdOQ,fTgVisxMdOQ,Amaj,11B,123.04688,1.035683744338129,0.14586,0.6955602642667317,-0.674891568311879,123.0,0.331,neutral,True,0.509188,0.05612,0.79943,1.45190,-1.13426,-0.21871,0.07369,major,-10.776420679803627,4.198756217956543,6.403980255126953,5.991,0.5851,0.018043112009763718,0.605389,0.0750518515706062,
118,hello_happy_world,せかいのっびのびトレジャー！,https://youtu.be/t-YRHYvIqEE,t-YRHYvIqEE,Dmaj,10B,112.34715,1.691117357287764,0.16992,-0.7388747612872878,0.47183713925980764,117.5,0.622,shimmer,True,0.743492,0.19305,0.89601,1.71271,-1.04153,0.35450,0.60713,major,-10.317159792507322,2.8613052368164062,6.95409631729126,5.7139,0.8374,0.0002584564790595323,0.653771,0.0893094316124916,
119,hello_happy_world,きらっ☆と キミフェス！,https://youtu.be/VRSbIOh8w3U,VRSbIOh8w3U,G#min,1A,129.19922,1.5863088905278875,-0.197,-2.2499171985286486,1.612062898151217,129.2,0.077,shimmer,True,0.921133,0.39019,1.00999,2.29228,-1.02519,0.29087,0.55730,minor,-11.958181530412167,3.3999414443969727,7.225236892700195,6.8534,0.848,0.0002706144587136805,0.704505,0.0829584077000618,
